Year	Antigua and Barbuda	Barbados	Belize	Canada	Costa Rica	Cuba	Dominica	Dominican Republic	El Salvador	Greenland	Grenada	Guatemala	Haiti	Honduras	Jamaica	Mexico	Nicaragua	Panama	Saint Kitts and Nevis	Saint Lucia	Saint Vincent and the Grenadines	The Bahamas	United States of America	Argentina	Bolivia	Brazil	Chile	Colombia	Ecuador	French Guiana	Guyana	Paraguay	Peru	Suriname	Trinidad and Tobago	Uruguay	Venezuela	Albania	Andorra	Austria	Belarus	Belgium	Bosnia and Herzegovina	Bulgaria	Croatia	Czechia	Denmark (Europe)	Estonia	Finland	France (Europe)	Germany	Greece	Hungary	Iceland	Ireland	Italy	Kosovo	Latvia	Liechtenstein	Lithuania	Luxembourg	Macedonia	Malta	Moldova	Monaco	Montenegro	Netherlands	Norway	Poland	Portugal	Republic of Serbia	Romania	San Marino	Slovakia	Slovenia	Spain	Sweden	Switzerland	Ukraine	United Kingdom (Europe)	Algeria	Angola	Benin	Botswana	Burkina Faso	Burundi	Cabo Verde	Cameroon	Central African Republic	Chad	Comoros	Democratic Republic of the Congo	Djibouti	Equatorial Guinea	Eritrea	Eswatini	Ethiopia	Gabon	Gambia	Ghana	Guinea	Guinea-Bissau	Ivory Coast	Kenya	Lesotho	Liberia	Libya	Madagascar	Malawi	Mali	Mauritania	Mauritius	Morocco	Mozambique	Namibia	Niger	Nigeria	Republic of the Congo	Rwanda	Senegal	Seychelles	Sierra Leone	Somalia	South Africa	South Sudan	Sudan	São Tomé and Principe	Togo	Tonga	Tunisia	Uganda	United Republic of Tanzania	Western Sahara	Zambia	Zimbabwe	Afghanistan	Armenia	Azerbaijan	Bangladesh	Bhutan	Cambodia	China	Georgia	India	Japan	Kazakhstan	Kyrgyzstan	Laos	Maldives	Mongolia	Myanmar	Nepal	North Korea	Pakistan	Russia	South Korea	Sri Lanka	Taiwan	Tajikistan	Thailand	Turkmenistan	Uzbekistan	Vietnam	Bahrain	Cyprus	Egypt	Iran	Iraq	Israel	Jordan	Kuwait	Lebanon	Northern Cyprus	Oman	Palestine	Qatar	Saudi Arabia	Syria	Turkey	United Arab Emirates	Yemen	Australia	Brunei	East Timor	Federated States of Micronesia	Fiji	Indonesia	Kiribati	Malaysia	Marshall Islands	Nauru	New Zealand	Palau	Papua New Guinea	Philippines	Samoa	Singapore	Solomon Islands	Tuvalu	Vanuatu	Arctic Ocean	Indian Ocean	North Atlantic	North Pacific	South Atlantic	South Pacific	Southern Ocean	Antarctica 
1971	-0.265089	-0.283873	0.066601	-0.002010	-0.365202	0.010162	-0.271133	-0.337883	-0.244066	-1.277920	-0.345812	0.004019	-0.269817	-0.135176	-0.164774	-0.084755	-0.278210	-0.426054	-0.269878	-0.314375	-0.339403	0.118238	-0.369752	-0.199105	-0.344387	-0.251505	-0.380709	-0.394789	-0.351103	-0.419252	-0.573256	-0.572653	-0.243637	-0.498394	-0.402540	-0.224913	-0.565441	-0.252740	-0.106681	0.132983	0.444944	0.198059	-0.130620	-0.116981	-0.084299	0.223685	0.499030	0.490227	-0.587573	-0.063044	0.289353	-0.267696	0.060908	-0.350252	0.513067	-0.084359	-0.207348	0.647903	0.076687	0.707758	0.184139	-0.289094	-0.387085	0.161651	0.106430	-0.173875	0.271662	-0.067504	0.340279	-0.561554	-0.112528	0.070091	-0.100347	0.128703	-0.084157	-0.545844	0.112995	0.106956	0.313526	0.443071	-0.399746	-0.070936	-0.088331	0.093538	-0.026121	-0.424488	-0.329659	-0.175243	-0.270983	-0.197763	-0.359978	-0.269733	-0.197655	-0.192076	-0.448095	-0.062193	-0.287432	-0.224533	-0.228809	-0.212183	-0.163950	-0.179876	-0.234539	-0.289358	0.002728	-0.263779	-0.208061	-0.280890	-0.241106	-0.041695	-0.384670	-0.290857	-0.737314	-0.106468	0.006863	-0.005180	-0.001215	-0.244532	-0.341873	-0.195044	-0.336182	-0.262428	-0.055454	-0.059151	-0.270649	-0.397591	-0.163580	-0.194574	0.474798	-0.298679	-0.214088	-0.351583	-0.598104	-0.151373	-0.018791	0.794562	0.163398	0.406517	-0.602537	-0.378530	-0.563967	0.037892	0.273185	-0.546385	-0.257074	0.775108	0.771217	-0.670927	-0.361353	0.030283	-0.544479	-0.840110	-0.222637	0.273762	0.426800	-0.173711	-0.321453	-0.296091	0.924179	-0.640781	0.930382	0.919479	-0.536362	-0.295948	-0.390039	-0.271154	0.204393	-0.332645	-0.425737	-0.450644	-0.258999	-0.371397	-0.339075	-0.111315	-0.449453	-0.268690	-0.490974	-0.275797	-0.024122	-0.140833	-0.229345	-0.081203	-0.266628	0.049173	-0.283724	0.172447	-0.143988	-0.578407	-0.234560	-0.207165	-0.168715	0.645612	-0.046011	0.023882	-0.344519	-0.276436	-0.159018	-0.190838	-0.196136	-0.023991	0.008858	-0.066640	-0.216039	-0.298652	-0.005404	-0.109932	0.174950	0.413179	
1972	-0.099855	-0.050999	0.373220	-1.927038	0.270361	0.274931	-0.024643	-0.158506	0.452608	-0.329838	-0.062740	0.417665	-0.064842	0.315969	0.131638	0.255621	0.291290	0.263987	-0.109970	-0.054256	-0.057848	0.426428	-0.369759	-0.023037	0.277744	0.132774	0.025029	0.069071	0.502941	-0.139288	-0.106016	0.218826	0.488108	-0.131084	-0.075884	0.141413	-0.086275	-0.149618	-0.597213	-0.102155	0.831973	-0.260235	0.090327	-0.009467	0.014859	-0.021051	0.125885	1.015760	1.479150	-0.309007	-0.255426	-0.223936	0.264368	0.928279	-0.350538	-0.157223	0.016984	0.898860	-0.059105	0.727233	-0.309072	-0.067060	-0.271286	0.209131	-0.164440	-0.038417	-0.263781	1.191733	0.188729	-0.901183	0.143169	0.291010	-0.041587	0.301344	-0.118049	-0.822486	0.993771	-0.218822	0.472916	-0.154968	-0.403587	0.021461	0.123987	0.063448	0.110231	0.089966	-0.302019	0.095646	0.072226	0.320372	0.041904	0.101524	0.281683	-0.032518	0.160784	-0.197275	0.241016	-0.085127	0.109264	0.091436	0.155415	0.164806	0.058529	0.260027	0.084531	0.076580	0.206549	-0.014269	0.046907	0.018976	-0.429440	0.219465	-1.080366	-0.072853	0.237511	0.342224	0.085127	-0.016890	0.071157	0.183949	0.028057	0.102661	0.412373	0.280466	0.315624	0.133026	0.024239	0.130997	-0.242945	-0.297701	0.196962	-0.009626	-1.055346	0.138071	-0.102282	-1.443062	-1.175592	-0.933010	-0.048279	0.030887	0.084446	0.005445	-0.576061	0.100794	0.364509	-1.138193	-0.918042	0.053888	0.093428	0.432810	0.145782	-0.047619	0.020891	-0.561314	-0.277233	0.021638	-0.001139	-0.171728	-0.949049	0.079622	-1.454049	-1.516769	0.093534	-0.696449	-0.469313	-0.096136	-1.248768	-0.990486	-0.518118	-0.664173	-0.966490	-0.666344	-0.570499	-0.163815	-0.552320	-0.569784	-0.525141	-0.971428	-0.774706	-0.426228	0.135111	0.270300	0.298616	-0.036489	-0.151339	-0.101513	0.105297	0.133232	0.222927	0.027737	-0.045420	-0.089295	0.050671	-0.235239	0.031948	0.068264	0.132217	-0.205500	0.049034	-0.279913	0.066420	0.095136	-0.337633	-0.027335	0.329082	0.151951	0.202263	0.534206	
1973	0.228670	0.121300	0.395132	0.704331	0.175383	0.121641	0.137613	0.089495	0.226040	-0.841047	0.094763	0.312195	0.038010	0.288439	0.105572	-0.228092	0.292379	0.155479	0.227947	0.132933	0.134604	0.108910	0.145899	-0.197124	0.298012	0.352327	-0.151496	0.248730	0.102222	0.024006	0.065638	0.078518	0.115154	0.003094	0.113356	-0.103497	0.210005	-0.285594	-0.131275	-0.124287	0.196812	0.152826	-0.280178	-0.410882	-0.202713	0.005492	0.450614	0.529684	0.206634	-0.063681	0.103274	-0.285937	-0.120333	-0.597338	0.257854	-0.049613	-0.403737	0.581073	-0.207878	0.538342	0.093164	-0.466496	-0.049009	-0.301726	0.088615	-0.297882	0.228983	0.182227	0.309141	-0.157359	-0.374004	-0.312840	-0.132918	-0.026417	-0.215289	-0.225398	0.484249	-0.101676	-0.192249	0.141059	-0.195782	0.465349	0.657564	0.438826	0.594261	0.195086	0.118526	0.469124	0.529623	0.563091	0.103142	0.314728	0.462801	0.348658	0.423708	-0.086687	0.452827	0.337629	0.365921	0.581522	0.462749	0.380709	0.508371	0.419165	0.035639	0.478539	-0.321014	0.046257	0.122999	0.263056	0.112932	0.128698	-0.086409	0.105753	0.480822	0.392040	0.680458	0.338745	0.221666	0.398224	0.310402	0.504173	0.345015	0.246601	0.492258	0.474613	0.393906	0.617868	0.652161	-0.078466	0.198860	0.216352	0.078131	0.270502	0.335829	0.199367	-0.748219	-0.465003	0.058395	0.236373	0.265934	0.399255	-0.719346	0.212854	0.167158	0.544148	0.693555	0.215933	0.362665	0.793735	0.134447	0.242656	0.357991	0.068319	0.573219	0.315168	0.304426	0.195272	0.414909	0.113087	0.342030	0.331251	0.388962	-0.083237	-0.103481	-0.211329	0.063736	-0.115910	-0.247122	-0.251669	0.066484	-0.239540	-0.137560	-0.121836	-0.237309	0.016180	0.098129	-0.277981	-0.467500	-0.079166	0.223097	0.680641	0.347260	0.613287	0.296640	0.437273	0.296757	-0.185081	0.219959	0.114456	0.206562	0.307364	0.249578	0.302563	0.245516	0.316233	0.157114	0.356398	0.084858	0.593477	-0.008495	0.102663	-0.117712	-0.151692	0.453744	0.007010	0.115282	0.292309	
1974	-0.274639	-0.225142	-0.089548	-0.771736	-0.233553	0.030468	-0.229685	-0.454424	-0.241474	0.163000	-0.274546	-0.213020	-0.372543	-0.224985	-0.144558	-0.111336	-0.220425	-0.208315	-0.331066	-0.258381	-0.284214	0.135635	0.030396	-0.154679	-0.277952	-0.245024	-0.253324	-0.294603	-0.333656	-0.350941	-0.289719	-0.257063	-0.289944	-0.297270	-0.271059	-0.036064	-0.296661	-0.246794	-0.288481	0.560715	0.855723	0.469579	0.087867	-0.066057	0.299248	0.737927	0.807531	1.390753	1.976938	0.101477	0.695314	-0.293613	0.510642	0.712420	-0.094364	-0.038529	-0.082986	1.142968	0.482857	0.956656	0.504997	-0.168772	-0.273523	0.250078	0.073247	-0.108522	0.497454	1.430750	0.880624	-0.372206	0.118930	0.146838	0.094954	0.611167	0.409847	-0.342566	1.344575	0.404622	0.434859	0.114969	-0.604132	-0.270138	-0.116600	-0.701612	-0.194990	-0.228214	-0.613718	-0.220007	-0.210848	-0.238762	-0.298306	-0.188770	-0.202513	-0.183729	-0.088654	0.002619	-0.212479	-0.192282	-0.418438	-0.073713	-0.090502	-0.159990	-0.109722	-0.101248	-0.226770	0.038731	-0.251259	-0.282372	-0.334978	-0.470757	-0.594212	-0.517797	-0.445751	-0.277681	-0.732138	-0.343193	-0.205017	-0.199903	-0.193493	-0.465399	-0.303745	0.016943	-0.150764	-0.197632	-0.293051	-0.287401	-0.117910	-0.055534	0.593887	-0.365656	-0.179598	-0.123594	-0.486485	-0.385519	-0.537676	-0.681127	-0.637588	-0.482960	-0.222923	0.061727	-0.213020	-0.147045	-0.309680	-0.023743	-0.458647	-0.227274	-0.422462	-0.283451	-0.234896	-0.317566	-0.238665	0.106098	-0.456373	-0.207850	-0.256595	-0.705665	-0.266895	-0.062250	-0.399142	-0.324085	-0.904766	-0.725479	-0.172585	-0.181761	-0.290075	-0.216291	-0.713903	-0.475239	-0.357153	-0.372772	-0.309931	-0.282715	-0.276264	-0.076263	-0.358208	-0.068930	-0.187778	-0.248867	-0.357415	-0.116882	-0.165243	-0.505077	-0.154495	-0.096701	0.003626	0.272339	-0.041891	-0.189209	-0.171431	0.051062	0.176022	0.406322	0.084166	0.062201	-0.118649	-0.159506	-0.171227	0.115612	-0.090023	0.214550	0.002541	-0.026610	-0.402622	-0.180259	0.268425	-0.163314	0.449803	0.425102	
1975	-0.251020	-0.338329	0.227459	-0.073451	-0.276350	0.325706	-0.286499	-0.233393	-0.125456	-1.151981	-0.366655	0.070234	-0.169193	-0.006548	-0.025972	-0.299305	-0.119501	-0.281725	-0.277248	-0.317839	-0.311394	0.493782	-0.355014	0.130884	-0.158981	-0.138693	-0.184560	-0.407629	-0.429811	-0.312122	-0.302832	-0.095442	-0.307528	-0.329525	-0.396143	0.182720	-0.287323	-0.226252	-0.031408	0.542862	1.931895	0.478471	0.271601	0.340063	0.489931	0.777429	1.186316	1.937393	1.545940	0.025761	0.801131	-0.246745	0.650760	-0.270483	0.491875	0.076653	0.018995	2.018645	0.429782	1.988093	0.474289	-0.153991	-0.143764	1.221256	0.036069	-0.022870	0.635715	0.778718	1.316114	-0.275938	0.325959	0.692506	0.307256	0.808510	0.588459	-0.261716	1.561883	0.337489	1.509288	0.474850	-0.388983	-0.157726	-0.249626	-0.212011	-0.291182	-0.229681	-0.248301	-0.221832	-0.125681	-0.149628	-0.110634	-0.164171	0.005829	-0.203726	-0.185436	-0.321508	-0.183010	-0.184954	-0.243095	-0.212717	-0.223665	-0.145559	-0.198385	0.016531	-0.281448	-0.082773	-0.316328	-0.267273	-0.125692	-0.367208	-0.325254	-0.038322	-0.240973	-0.219353	-0.090458	-0.298002	-0.291405	-0.171556	-0.193043	-0.262932	-0.238228	-0.079826	-0.606081	-0.223684	-0.056738	-0.120821	-0.177242	-0.190619	0.562969	-0.253738	-0.091225	-0.091612	-0.212986	-0.138279	-0.265991	-0.480565	0.047110	0.425095	-0.041212	0.170872	-0.141479	0.287972	0.206893	-0.325022	0.078944	0.983685	-0.068202	-0.038898	-0.243515	0.626590	-0.094170	-0.166974	0.779929	-0.567787	1.270811	0.511335	-0.184317	0.085135	-0.430551	-0.180586	0.429242	0.524673	0.048279	-0.249197	-0.246321	-0.359503	-0.250460	-0.322678	-0.418428	-0.505037	-0.286474	-0.374502	-0.313000	-0.413654	-0.442307	-0.268782	-0.454052	-0.303041	-0.275717	-0.234982	-0.572805	-0.049746	-0.023405	0.034281	0.016050	0.414431	-0.038069	-0.356281	-0.143091	-0.179089	-0.062449	0.320289	-0.106998	0.105412	-0.022291	0.025955	-0.153929	0.061985	-0.092590	0.303333	-0.293459	-0.082727	-0.164793	-0.333749	0.237648	-0.180394	0.366680	0.020386	
1976	-0.356333	-0.400190	-0.534889	0.069865	0.067434	-0.015507	-0.363123	-0.240282	-0.194422	0.323372	-0.326576	-0.372629	-0.160225	-0.226236	-0.059269	-0.584414	-0.066326	0.053785	-0.400261	-0.391209	-0.376499	-0.041471	-0.145810	-0.386006	-0.365219	-0.165794	-0.288601	-0.205311	0.021124	-0.171747	-0.179459	-0.565405	-0.115604	-0.117691	-0.373302	-0.445780	-0.385912	-0.761260	-0.112212	0.070066	-1.117681	0.719009	-0.661841	-0.796389	-0.423594	0.109933	0.017223	-1.153360	-1.060906	0.330498	0.287793	-0.773463	-0.296906	0.500867	0.279765	-0.338364	-0.840191	-1.071738	0.200378	-0.983020	0.719628	-0.789176	-0.659567	-1.021938	-0.009744	-0.829950	0.522655	0.023130	-0.455074	-0.156931	-0.727271	-0.795273	-0.425252	-0.277071	-0.248750	-0.222628	-0.433098	0.263597	-1.279038	0.477041	-0.775288	-0.368011	-0.242279	-0.744440	-0.429810	-0.074856	-0.216728	-0.146185	-0.044695	0.338387	-0.082676	-0.156704	0.060812	-0.341722	0.063072	-0.227755	0.002287	-0.424034	-0.310678	-0.379469	-0.277546	-0.280436	-0.354607	0.200394	-0.452721	-0.287064	-0.178635	0.042353	-0.138981	-0.684294	-0.934067	0.259741	-0.636982	-0.158724	-0.605953	0.083094	-0.009483	-0.281708	-0.065845	-0.346722	-0.164139	-0.255793	-0.260647	-0.426229	0.100895	0.403883	-0.317890	-0.325979	-0.023233	-0.703903	0.044548	0.015779	-0.905514	-0.436686	-0.427610	-0.296334	-0.531556	-0.604561	-0.016571	0.168815	-0.286173	-0.330342	-0.814719	0.043486	-0.499162	-1.053071	-0.126233	-0.308910	0.068117	-0.273467	-0.291353	0.074646	-0.314609	-0.288086	-0.517364	-0.379251	-0.015394	-0.368410	-0.211184	-0.356676	-0.746185	-0.683067	-0.292856	-0.317215	-0.539555	-0.062450	-0.342882	-0.553951	-0.454102	-0.519510	-0.367558	-0.571484	-0.582294	-0.073936	-0.493210	-0.310368	-0.356478	-0.662552	-0.934093	-0.247417	-0.253260	-0.560049	-0.185110	-0.281540	-0.029383	0.161989	-0.164757	-0.171871	-0.211355	-0.215683	0.059902	-0.475747	-0.026075	-0.169073	-0.176025	-0.012531	-0.203733	-0.049564	0.050230	0.170650	0.031854	0.023989	-0.274412	-0.255795	-0.009260	-0.107757	0.132627	-0.403479	
1977	0.192041	0.114216	-0.041674	1.005951	0.397352	0.160351	0.132811	0.288336	0.287405	0.269917	0.135595	0.172358	0.263651	0.283058	0.346294	0.125225	0.392561	0.269346	0.166531	0.141180	0.157154	0.121126	0.471606	0.512938	0.032471	0.198135	0.363562	0.300543	0.236235	0.021992	0.105164	0.645998	0.099905	0.044724	0.104532	0.612770	0.150490	0.409254	-0.076881	0.589907	0.075624	0.358189	0.524795	0.346659	0.478101	0.453194	0.181237	-0.172792	-0.228368	0.149942	0.523975	0.316296	0.406263	-0.131202	0.033288	0.200027	0.499178	-0.019924	0.615146	0.153006	0.424261	0.593123	0.363541	0.197817	-0.054329	0.396521	0.397652	-0.281775	0.527503	-0.118107	0.495761	0.341497	0.246786	0.414816	0.528513	-0.099946	-0.191982	0.347843	0.025141	-0.017966	0.468540	0.103928	0.240019	0.136423	0.135252	0.287838	0.167517	0.251680	0.133244	-0.301167	0.457628	0.272552	0.303453	0.225365	-0.037107	0.442293	0.107771	0.209984	0.534473	0.247152	0.227545	0.407846	0.234713	0.153749	0.420805	0.218658	0.057610	0.372385	0.366869	0.267693	0.469002	0.565559	0.107927	0.346420	-0.014736	-0.403488	0.103111	0.225372	0.280972	0.559181	0.140087	0.215515	0.288006	0.282335	0.073814	-0.370556	0.237179	0.278229	-0.237957	0.649487	0.179321	0.198133	0.234015	0.323000	0.264101	0.809746	-0.173011	-0.167990	-0.165833	-0.054086	0.023590	0.056326	-0.236413	0.119921	-0.047093	0.583483	0.644264	-0.034441	0.173212	0.320001	-0.147245	0.017593	0.315192	0.532230	-0.106383	0.270075	0.061865	0.213480	0.627862	0.065149	0.319168	0.413948	-0.083250	0.427362	-0.058577	-0.256168	0.605816	0.127203	-0.098848	-0.049826	0.256468	-0.084291	-0.062960	0.763256	-0.109516	0.519278	0.340712	0.071590	-0.037422	0.763088	0.577543	0.147236	-0.073483	-0.481775	0.331699	-0.162346	-0.026661	0.559162	0.059940	0.254248	0.105495	-0.493892	0.094975	-0.048414	0.012848	0.040102	0.062416	0.179617	0.142578	-0.014881	0.004183	0.256297	-0.041207	-0.030805	0.190208	0.027273	0.651722	0.030581	
1978	0.174555	0.218853	0.156784	-0.414511	0.189022	0.101912	0.181208	0.224295	0.246714	-0.037674	0.213963	0.186792	0.214060	0.283667	0.203436	0.040920	0.243324	0.050619	0.156673	0.173838	0.149475	0.246428	-0.047427	0.362917	-0.001244	0.033697	0.331320	0.126951	0.141125	0.088449	0.117937	0.576786	-0.054157	0.096905	0.241880	0.048485	0.154324	-0.583261	-0.277935	-0.530764	-0.814761	-0.363770	-0.652421	-0.433759	-0.709204	-0.467107	-0.157982	-1.077547	-1.300427	-0.246826	-0.352386	-0.391037	-0.716409	0.009706	0.100698	-0.489037	-0.542799	-0.797703	-0.389169	-0.625818	-0.445930	-0.498727	-0.396152	-0.648960	-0.436010	-0.604781	-0.314019	-0.688277	-0.467390	0.096809	-0.606347	-0.616031	-0.603254	-0.681201	-0.727920	0.020717	-0.777429	-0.435958	-0.721025	-0.113016	0.084810	-0.137779	0.034637	-0.233130	0.216385	0.196726	0.288887	0.069315	0.068594	-0.007969	0.136120	0.191671	0.316420	0.043665	0.095713	0.121847	0.106060	0.008482	0.139242	0.043680	0.096256	0.105764	0.075769	-0.086012	-0.007239	0.109264	-0.056831	0.365168	0.128849	0.304193	0.299074	0.393829	0.280682	0.128166	-0.153904	0.206568	0.005596	0.062979	0.233418	0.154236	0.307140	0.121380	0.419752	0.009073	0.116693	0.022923	0.083931	0.028784	-0.210270	-0.242416	0.187960	-0.010622	0.346033	-0.019291	-0.187948	0.369718	0.150067	-0.028567	-0.153992	-0.233619	0.126806	0.251085	-0.155281	-0.174093	0.253371	0.521181	0.518606	0.016796	0.055487	0.802376	0.020432	-0.364865	0.473970	0.113684	0.155303	0.718268	0.169245	-0.023245	0.349912	0.197786	0.085435	0.128040	-0.006973	0.171402	0.132248	0.014795	0.456697	0.318367	0.122528	0.209959	0.122587	0.230385	0.146133	0.404297	0.152271	0.184719	0.260849	0.366760	0.157354	0.324730	0.488501	-0.135391	0.177441	0.165274	0.338263	-0.302055	0.067781	0.189058	0.174448	0.217785	0.398779	0.450781	0.018238	0.260744	-0.000164	-0.084173	0.161766	0.254688	0.083015	0.086073	-0.320328	0.108845	-0.063680	-0.010241	0.030676	-0.079606	0.286647	-0.072796	
1979	-0.012394	0.127228	0.271900	-0.111834	0.176023	0.170044	0.104261	0.023695	0.262796	-0.240620	0.157631	0.229286	0.010935	0.340136	-0.033878	-0.131031	0.256805	0.319181	-0.005239	0.134092	0.143980	0.245451	-0.229454	0.179424	-0.079775	0.067192	0.243686	0.201571	0.314192	0.340435	0.242973	-0.071775	0.145668	0.277367	0.321367	-0.003925	0.294508	0.157197	0.043917	0.064408	-0.098260	-0.556165	0.351663	0.309555	0.295671	-0.031507	-1.077098	-0.102667	0.057539	-0.088417	-0.395684	0.134671	0.353452	-1.703728	-0.674388	0.025860	0.250332	-0.242301	0.149944	-0.377757	-0.431778	0.212779	0.065893	0.395188	0.102762	0.205706	-0.769355	-0.745227	-0.379524	0.019497	0.347700	0.401778	0.135977	0.215044	0.174581	0.175330	-0.589027	0.032181	0.273529	-0.698653	0.324955	0.229343	0.356417	0.435743	0.280714	0.296280	0.596294	0.337770	0.331608	0.417896	0.165573	0.362434	0.205027	0.332720	0.241070	0.363924	0.268293	0.333649	0.545959	0.396410	0.387663	0.404337	0.344143	0.082960	0.392284	0.380768	0.271355	0.151878	0.127024	0.417496	0.710098	0.336302	0.304035	0.111410	0.353306	0.415184	0.321983	0.366255	0.299446	0.616068	0.161440	0.431845	0.320776	0.389761	0.343681	0.606609	0.395594	0.377502	0.087322	0.165161	0.266512	0.038971	0.625330	0.104977	0.163479	0.254397	1.205545	0.944989	0.549063	0.325091	0.332157	0.285017	0.991146	0.347422	0.589821	0.634888	0.540675	0.347551	0.283781	0.945033	0.517250	0.318673	0.677495	0.061195	-0.504449	0.581332	0.394468	0.081917	0.528690	0.484097	0.728713	0.875072	0.240812	0.768961	0.447554	0.626486	0.517565	1.131386	0.578802	0.713266	0.821699	0.588356	0.493542	0.248810	0.587254	0.659410	0.629585	0.808603	0.881891	0.413969	0.365301	0.506269	0.097366	0.246992	0.302141	0.021866	0.170053	0.287102	0.197149	0.338413	0.352484	0.221387	0.065210	0.212942	0.123543	0.142977	0.209042	0.300575	0.198692	0.080008	-0.692931	0.202883	0.037539	0.022123	0.113234	0.210156	0.325930	-0.331676	
1980	0.496777	0.435425	0.453697	0.458765	0.220493	0.285185	0.485785	0.626577	0.352011	0.823185	0.394939	0.301687	0.502588	0.321678	0.381645	0.352728	0.233669	0.328218	0.511158	0.452564	0.456198	0.263512	0.340408	0.444956	-0.014610	0.261908	0.297842	0.422123	0.363722	0.335155	0.305033	0.113529	0.217627	0.337427	0.305025	0.684177	0.272564	-0.664438	-0.476306	-0.681696	-0.956209	-0.311117	-0.756736	-0.643039	-0.787866	-0.874705	-0.398443	-0.436462	-0.569508	-0.376406	-0.521191	-0.440455	-0.992527	0.022275	-0.007352	-0.642821	-0.705363	-0.636415	-0.546513	-0.866761	-0.402668	-0.583392	-0.612320	-1.048857	-0.476654	-0.798583	-0.179452	-0.383928	-0.918718	0.087297	-0.774417	-0.896374	-0.648051	-1.037694	-0.730995	-0.036700	-0.624647	-0.515813	-1.067639	-0.016164	0.105730	0.291012	0.380682	-0.020061	0.611465	0.454586	0.383976	0.318192	0.375410	0.343864	0.174927	0.392424	0.742874	0.334970	0.516008	0.077648	0.604376	0.289597	0.538910	0.324648	0.510952	0.497774	0.262718	0.502184	0.236774	0.289001	-0.104561	0.182138	0.165379	0.645500	0.595606	0.258615	0.418144	0.099245	0.240620	0.332363	0.291874	0.212660	0.463535	0.525505	0.226845	0.367043	0.537209	0.242903	0.553215	0.502369	0.277073	0.379309	0.113316	-0.483702	0.522860	0.263132	0.502069	0.171221	0.055206	0.784290	0.414663	0.228622	0.193466	0.133094	0.236835	0.142498	0.214423	0.415003	-0.433998	0.178166	1.072097	0.392300	0.399504	0.174633	0.380865	0.224790	-0.559271	0.655907	0.003025	-0.841632	0.475157	0.185410	0.826933	0.488766	0.375511	0.415956	0.207396	0.450939	-0.260397	0.143080	0.596880	0.206738	-0.044350	0.058771	0.333544	-0.119568	-0.230156	0.549253	-0.048796	0.519964	0.405157	-0.052204	-0.013319	0.590240	0.641796	0.840347	0.112991	0.268721	0.448803	0.022728	0.158947	0.476387	0.177565	0.429226	0.354654	-0.060899	0.027431	0.249928	0.089161	0.247309	0.216333	0.274731	0.237663	0.112619	-0.021653	0.153062	0.102282	0.005616	0.104225	0.261347	0.908763	0.877575	
1981	0.460501	0.439564	-0.010279	2.006324	0.019421	-0.107515	0.432470	0.349657	-0.031507	-0.177351	0.442379	-0.033638	0.272409	0.050207	0.265804	0.072632	0.035902	0.071434	0.464228	0.436434	0.434874	-0.093147	0.927109	0.375808	-0.178179	0.123171	0.325031	0.126905	0.172810	0.236301	0.050505	0.171841	-0.097889	0.115526	0.431484	0.469574	0.101873	-0.238119	0.287247	0.173743	0.642432	0.022488	-0.095933	0.084644	0.054693	0.221146	-0.351853	0.313751	-0.532863	0.159897	0.041667	-0.057203	0.195916	-1.157878	0.028398	-0.106498	-0.170333	0.378400	0.044871	0.387421	0.024436	-0.197381	-0.144255	0.307867	0.053432	-0.226191	-0.017479	-0.916360	0.260628	0.745316	0.035091	0.022642	-0.126727	0.151867	0.070682	0.616200	-0.790812	0.018089	0.816387	-0.208116	0.476906	0.206760	0.336447	-0.277340	0.298807	0.313629	0.298859	0.028641	0.117746	0.036976	0.161057	0.303541	0.109102	0.085999	0.134209	-0.358522	0.123146	0.081125	0.509026	0.300642	0.296286	0.361597	0.272842	0.133255	-0.332835	0.275059	0.086336	0.137804	-0.112164	0.421408	0.674280	0.218748	0.591377	-0.219835	0.218067	0.010067	0.079647	0.147501	0.301552	0.460369	0.162981	0.224279	0.166250	-0.262220	0.285952	0.117958	0.107157	0.371992	0.308559	0.291405	0.266388	0.132128	0.712755	0.053211	-0.331480	0.730582	0.805939	0.820511	-0.180809	-0.022975	0.063835	0.115697	0.840858	0.008394	-0.609625	1.229083	0.514687	0.157352	0.234558	0.037720	0.152390	-0.127262	-0.323251	0.432243	1.245436	-0.615900	0.186518	-0.081865	0.428542	-0.026655	0.962843	0.894695	0.186806	0.520540	0.091198	-0.076788	0.685579	0.351141	-0.028936	0.029850	0.378847	0.131027	0.171684	0.406422	0.015244	0.495512	0.338856	0.256680	0.590541	0.406523	0.288624	0.422506	0.123112	0.371901	0.575275	0.142189	0.110523	0.159861	0.189297	0.416077	0.406672	0.418862	0.121502	0.355879	0.108379	0.027103	0.260323	0.396383	0.233715	0.189138	0.685479	0.119530	0.107044	0.020660	0.115896	0.130807	0.783595	0.538494	
